Age,Gender,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
46,1,3,2,46,0,8.73,9.38,1.63,10.0,7.1,9.2,46,0,4.21,0,5,0,3.5,49,4.29,1
45,1,0,6,43,1,2.21,9.52,5.35,5.61,7.3,5.8,48,1,4.9,0,2,2,5.96,1,6.73,0
33,0,3,7,43,2,8.63,8.85,7.68,5.96,5.6,6.4,77,0,4.8,1,1,4,6.92,28,2.76,1
39,1,1,18,45,1,6.33,3.26,2.73,4.73,6.2,6.4,42,1,6.69,0,8,3,6.32,4,9.23,0
36,2,2,17,46,2,9.38,8.72,7.94,2.33,7.3,6.1,31,0,6.15,0,2,3,9.59,21,5.64,1
37,1,2,12,35,1,8.88,5.48,2.5,3.73,7.8,1.6,16,0,4.8,0,5,3,3.69,6,6.61,1
48,2,1,12,55,0,7.09,6.35,8.19,3.22,6.2,4.6,100,0,1.15,1,9,3,4.35,21,1.36,1
29,1,1,18,57,1,6.92,8.57,5.22,8.21,5.8,0.1,118,1,6.59,0,1,3,7.01,37,6.03,0
46,2,0,11,36,1,2.92,1.27,7.16,5.91,7.6,6.3,13,1,8.92,0,6,1,6.4,30,4.31,0
38,2,0,16,55,1,2.05,4.27,9.26,3.67,5.1,5.8,80,1,7.93,0,0,1,1.02,20,9.32,0
50,1,1,11,55,0,4.74,8.34,4.68,5.4,4.0,3.2,31,0,9.83,0,8,0,3.81,41,8.97,0
29,1,3,12,30,1,2.68,8.33,3.1,2.97,6.4,5.2,59,0,2.25,0,0,3,3.28,32,6.74,0
36,2,4,11,54,0,1.92,8.64,8.8,2.67,4.9,4.9,59,1,3.0,1,8,4,8.56,31,7.91,0
48,3,3,18,44,1,3.72,2.52,2.45,8.74,5.9,2.5,51,1,5.85,1,0,4,8.8,36,6.8,0
28,0,0,13,49,2,8.74,7.35,6.68,9.5,5.5,2.9,116,1,3.12,1,0,2,3.56,25,1.15,1
24,3,0,6,50,1,1.15,2.32,9.31,1.72,7.9,7.6,65,1,1.31,1,7,3,1.92,5,7.33,0
50,3,5,12,47,2,3.63,8.07,7.07,7.88,5.7,7.6,102,0,4.62,1,0,4,2.85,8,2.59,0
45,1,4,5,59,0,4.82,3.21,2.76,5.08,7.2,4.7,3,0,3.59,0,7,0,2.59,17,7.14,0
24,0,1,18,57,0,5.6,7.64,2.37,4.5,7.4,7.2,103,0,3.37,1,2,4,3.14,15,1.09,0
41,3,1,18,55,1,2.63,5.1,3.27,7.2,6.3,4.5,93,0,9.58,1,3,0,3.11,20,3.8,0
36,1,2,3,42,0,9.68,9.88,4.52,3.4,4.4,8.5,93,0,3.15,0,1,3,5.32,45,5.65,1
46,3,0,18,53,1,6.21,6.22,2.43,1.19,7.5,3.3,62,1,2.16,1,5,2,3.88,47,4.0,0
51,3,3,8,59,0,5.7,6.69,8.18,2.93,4.4,9.3,32,1,2.13,1,6,2,6.04,29,7.25,0
35,1,1,15,31,2,1.08,4.31,4.21,2.66,4.5,5.4,105,0,8.26,1,9,1,4.1,36,5.7,0
28,1,4,3,48,0,5.37,7.61,9.42,1.31,5.0,5.4,0,1,7.43,1,2,3,8.33,28,9.64,0
38,1,2,5,44,2,8.54,5.45,8.58,3.89,5.4,6.7,96,0,2.17,0,8,4,9.56,8,4.22,1
41,0,4,7,41,1,2.98,1.16,9.18,5.27,8.2,3.4,99,0,2.98,0,2,2,4.64,14,7.5,0
57,3,4,15,44,1,4.16,6.48,3.65,7.62,7.4,7.2,112,1,7.73,1,6,0,1.45,33,8.52,0
30,1,0,4,54,1,1.19,8.47,6.16,3.93,5.9,3.2,63,1,3.47,1,3,0,3.16,34,3.28,0
59,2,1,20,47,2,9.79,3.13,3.89,2.75,8.9,4.0,94,0,9.83,0,4,4,1.92,29,7.79,1
43,3,5,9,43,1,1.6,2.99,3.31,3.08,5.2,6.7,36,0,5.87,1,8,4,4.1,22,4.54,0
23,2,5,12,35,1,9.08,6.48,6.46,9.02,7.0,3.8,77,1,2.73,0,2,3,6.81,3,2.16,1
45,0,4,13,41,2,3.82,8.36,8.36,2.84,8.2,2.0,69,1,8.73,0,2,4,5.67,48,1.03,0
29,1,2,6,49,0,6.29,3.25,1.84,8.91,8.0,8.7,6,0,3.88,1,8,4,3.19,23,7.69,0
32,2,1,19,52,1,7.11,9.39,3.48,5.02,4.5,9.2,103,1,3.6,1,8,4,7.91,3,2.68,1
34,0,3,5,59,0,2.27,9.35,2.85,9.41,7.5,6.3,23,0,3.95,1,3,2,2.18,6,1.46,0
38,1,0,6,59,0,4.99,2.8,8.19,4.67,5.3,8.1,113,0,7.91,1,0,3,3.05,40,5.47,0
29,2,4,4,35,1,3.93,3.37,9.4,2.6,5.8,9.9,67,1,2.56,1,0,4,7.08,23,4.12,0
42,2,0,20,55,1,1.51,7.31,1.72,5.94,6.4,6.1,54,1,4.44,1,8,4,2.78,12,7.23,0
39,0,2,17,59,2,8.5,9.57,4.41,6.29,8.0,9.1,88,0,1.28,1,5,0,7.11,5,1.97,1
51,1,2,11,38,2,1.41,7.39,9.23,6.72,4.8,3.6,2,1,8.44,1,4,2,9.79,5,2.19,0
39,1,5,5,59,1,6.88,5.0,4.1,4.7,4.5,7.0,91,1,4.07,1,9,4,8.48,3,4.64,0
52,2,0,0,54,0,3.83,2.52,7.41,1.44,4.8,0.6,22,1,3.23,1,2,2,2.44,4,5.68,0
59,2,0,3,55,2,2.73,5.15,1.91,6.64,5.1,7.9,35,1,6.22,0,2,3,5.68,24,8.42,0
53,2,0,18,33,2,7.0,6.46,5.0,9.4,4.3,8.3,56,1,7.34,1,1,3,4.8,5,6.27,0
32,1,5,11,46,1,6.17,3.98,5.53,9.62,8.6,4.0,118,0,8.32,1,6,1,9.93,31,9.12,0
46,0,5,14,31,1,3.84,5.59,7.82,6.37,5.6,6.4,47,1,4.13,0,8,0,9.68,35,2.96,0
54,0,0,2,45,1,5.62,2.17,3.6,1.18,4.9,8.6,12,1,8.31,0,5,1,2.14,42,6.37,0
59,1,5,19,53,1,3.22,5.07,3.38,1.95,7.2,8.8,60,1,5.18,1,9,2,9.18,19,6.9,0
29,3,4,7,43,2,8.77,1.82,3.73,8.51,7.9,1.1,85,0,1.91,0,0,0,2.74,8,7.53,1
32,0,2,10,55,2,3.82,1.44,6.0,8.47,7.8,8.3,88,0,8.62,1,5,4,3.88,28,9.9,0
43,2,5,15,37,2,3.21,8.72,8.88,9.51,7.6,2.7,118,0,5.93,0,7,0,4.18,38,5.21,0
45,3,1,8,43,0,7.77,2.85,8.48,6.07,4.3,7.3,106,1,6.42,0,7,0,3.58,23,4.32,1
38,3,2,2,31,2,1.16,6.18,1.52,8.77,7.9,3.3,23,0,9.44,0,9,3,8.68,7,8.67,0
33,0,3,4,45,2,3.41,2.34,8.91,8.42,6.5,0.6,42,1,6.03,1,2,1,3.97,38,2.59,0
53,3,4,19,33,1,4.38,3.36,1.86,6.3,7.2,2.1,100,1,1.05,0,0,3,8.35,13,1.33,0
36,3,1,13,30,2,8.94,4.25,4.74,8.05,8.8,4.1,115,0,8.84,0,4,3,9.95,45,4.99,1
37,0,4,14,52,2,9.55,2.29,7.89,2.13,8.1,7.4,32,0,3.56,0,5,1,8.57,21,3.22,1
43,0,1,5,49,2,7.45,1.41,1.73,6.75,8.1,1.0,77,0,5.52,0,9,3,4.12,37,4.57,1
49,3,5,3,56,1,5.43,8.89,1.36,9.58,4.9,8.1,23,0,2.84,0,8,0,7.4,6,9.87,0
41,2,0,7,43,2,6.77,1.11,3.97,2.46,6.4,10.0,21,1,3.67,0,1,2,5.81,10,4.14,0
54,1,5,18,37,2,4.73,1.55,7.57,7.7,8.7,7.9,51,0,7.18,1,0,4,8.08,27,7.37,0
31,3,5,4,54,0,3.69,8.25,5.7,3.89,6.9,4.7,114,1,4.87,1,6,4,2.38,26,3.25,0
53,3,1,12,57,0,9.56,3.54,4.75,8.35,4.5,5.7,100,0,6.64,1,1,3,6.74,42,3.73,1
54,2,1,15,54,0,2.04,7.51,8.32,7.27,7.7,0.1,115,0,8.41,0,1,1,7.96,28,3.19,0
23,3,1,0,32,0,4.12,2.32,7.9,9.34,4.2,2.1,86,0,4.07,0,2,0,7.85,16,6.15,0
54,3,5,12,34,1,9.09,3.14,8.07,7.41,7.7,9.0,5,1,6.12,0,3,3,9.67,28,3.03,1
54,1,0,10,35,0,7.51,6.15,5.14,4.69,8.4,0.2,18,0,8.0,1,6,0,1.53,3,7.47,1
34,1,4,20,51,2,1.26,9.9,1.18,1.1,6.1,9.0,75,1,7.44,0,0,0,4.11,1,7.12,0
51,1,4,7,55,0,1.21,1.66,2.55,8.14,6.1,1.1,89,1,5.86,0,5,4,5.29,3,4.79,0
54,0,1,7,37,1,5.65,4.6,7.67,4.68,5.5,1.3,28,1,4.45,0,6,2,3.79,30,1.23,0
34,0,3,13,35,0,5.36,1.39,7.78,7.04,8.4,1.8,63,1,4.67,0,2,2,3.79,19,1.2,0
47,1,1,12,35,0,4.99,2.79,9.75,1.95,6.7,8.0,13,1,4.9,0,2,1,2.59,33,5.8,0
43,1,3,2,33,1,3.72,9.17,2.71,9.02,6.9,4.8,80,1,4.14,0,1,2,8.32,8,8.55,0
23,0,1,3,36,1,9.88,1.87,2.11,4.92,7.3,1.5,29,1,7.29,1,4,3,9.17,19,6.39,1
59,2,0,19,59,1,3.45,8.71,2.25,9.28,5.5,6.9,70,1,2.13,1,6,4,1.74,36,4.92,0
47,3,5,14,59,1,5.41,2.6,2.66,7.36,6.2,9.4,20,1,9.71,1,2,4,2.39,48,8.94,0
36,3,1,14,53,1,4.64,8.76,5.76,2.09,7.7,5.7,64,0,8.01,0,6,0,3.06,37,2.77,0
55,1,5,20,48,1,2.53,5.84,9.78,6.21,8.9,1.0,112,0,3.68,1,7,3,5.58,5,4.23,0
32,2,4,12,36,2,2.82,8.9,6.3,9.19,4.2,0.5,101,0,1.38,0,2,3,8.12,34,6.09,0
24,0,1,8,32,0,9.26,2.37,5.7,8.2,4.2,8.0,3,1,7.4,0,0,0,1.64,38,3.63,1
27,1,4,9,37,0,8.72,7.86,7.06,4.76,6.1,6.3,45,1,7.61,1,2,0,6.73,27,9.98,1
30,2,5,11,30,1,2.79,7.13,1.67,9.6,7.3,9.2,7,0,9.67,0,5,4,2.34,39,5.07,0
27,2,4,13,30,1,8.88,5.89,8.34,3.42,5.9,5.5,17,0,3.28,1,0,3,9.74,47,1.47,1
30,2,3,0,43,2,2.88,8.3,6.82,4.38,9.0,0.6,115,1,1.74,1,8,2,9.09,42,2.58,0
52,0,3,13,35,2,6.64,6.83,2.54,7.75,5.0,4.0,59,0,9.24,1,2,2,9.55,42,5.79,0
53,0,3,13,39,1,1.73,8.89,6.68,3.1,4.0,6.6,44,1,3.33,0,2,4,1.96,24,5.95,0
33,3,2,7,54,2,8.92,4.43,6.37,5.64,5.0,3.8,71,0,7.49,0,6,2,5.39,48,9.86,1
29,3,1,15,57,2,1.46,6.31,1.58,7.56,8.4,10.0,94,1,1.55,0,6,2,2.49,31,6.4,0
29,2,0,13,43,1,5.99,8.84,3.4,6.8,4.7,4.1,30,1,7.85,1,5,3,6.4,22,7.0,0
49,2,0,0,33,1,8.02,2.93,4.52,2.4,6.4,5.5,27,1,2.14,1,6,3,3.09,23,2.92,1
41,0,3,15,35,1,2.05,5.37,3.2,6.67,6.1,2.3,119,1,7.26,1,4,1,7.94,41,1.96,0
28,3,3,17,45,1,4.64,9.65,3.19,6.15,7.3,1.5,111,0,5.79,0,7,3,6.8,24,6.42,0
32,2,2,6,57,0,1.38,5.26,6.16,6.02,4.3,6.5,63,1,9.6,0,9,1,6.14,40,8.78,0
41,3,3,14,50,0,7.14,3.28,5.24,8.43,7.3,5.9,36,1,1.33,0,1,3,8.43,32,6.29,1
37,3,4,16,57,1,3.77,4.16,7.01,2.66,5.8,0.0,66,0,3.63,0,4,0,5.5,33,4.99,0
25,2,3,18,30,2,6.03,8.97,9.61,7.76,8.6,2.8,108,0,1.63,1,8,3,3.43,28,6.2,0
27,0,4,12,35,1,9.39,9.59,6.95,7.85,8.2,6.4,78,0,8.91,0,3,1,6.59,17,5.22,1
43,2,4,8,38,0,3.75,9.55,6.24,7.5,6.0,8.1,67,1,6.35,0,7,2,9.61,26,2.28,0
47,2,0,14,44,2,1.44,7.29,8.63,5.55,9.0,3.1,34,1,5.81,1,2,3,6.41,18,7.67,0
24,3,4,2,41,0,7.08,5.59,6.69,4.56,4.3,6.5,97,0,2.18,0,5,2,6.67,15,5.8,1
35,2,2,0,32,1,8.08,2.64,2.49,4.55,7.9,2.7,35,0,5.4,0,7,2,9.41,38,4.59,1
32,0,1,15,40,0,9.62,2.11,3.83,7.6,6.2,6.9,56,0,4.59,1,8,3,5.64,22,6.04,1
39,2,2,7,44,0,2.42,1.54,7.6,5.48,6.2,7.0,69,1,3.84,0,6,3,9.97,49,3.17,0
33,0,5,12,32,0,4.53,1.16,7.65,4.05,4.9,1.3,3,0,7.95,1,5,0,2.44,18,4.85,0
44,0,3,7,43,2,8.6,8.9,9.88,6.63,6.6,6.7,48,0,1.55,0,5,1,5.83,21,6.6,1
33,3,4,16,31,0,8.26,8.28,6.64,8.53,4.4,3.3,93,1,6.82,1,5,3,2.92,19,3.04,1
34,1,1,13,58,2,6.62,6.11,9.1,1.55,7.1,1.7,38,1,8.41,0,9,2,5.08,2,7.74,0
46,1,5,20,33,1,3.42,9.99,1.49,9.75,5.2,5.0,17,1,9.17,1,8,2,2.54,30,5.69,0
40,3,0,20,55,1,3.56,9.58,6.1,1.87,7.6,4.5,59,0,7.71,0,2,3,3.0,25,8.76,0
57,2,0,6,48,0,2.12,6.9,9.28,5.61,7.0,7.7,85,1,3.54,0,3,1,2.9,26,8.63,0
29,3,0,14,41,2,9.3,5.18,3.59,6.04,7.7,0.8,9,1,6.4,1,2,2,3.88,39,5.45,1
50,0,0,15,31,1,2.56,2.37,2.39,2.24,7.7,7.9,112,0,2.27,1,8,0,2.21,17,2.76,0
53,1,2,18,46,2,6.16,5.64,4.15,9.24,5.0,1.1,92,1,2.05,1,4,2,8.28,47,7.63,0
39,3,2,5,32,2,6.26,2.42,8.13,5.24,4.0,2.1,22,0,6.75,0,9,1,2.99,16,4.77,0
27,2,1,0,39,0,4.33,4.59,1.76,2.29,5.8,5.2,67,0,8.66,1,7,4,4.75,27,6.35,0
39,3,0,11,45,0,4.17,9.48,6.4,7.4,8.6,4.6,58,1,1.61,0,7,0,1.14,49,1.97,0
40,1,5,17,51,2,7.02,4.08,2.22,6.97,6.9,9.9,82,0,1.95,1,8,0,1.94,3,6.68,1
43,3,4,15,38,2,4.49,2.38,4.92,9.67,7.6,5.9,89,0,6.09,0,9,4,9.07,42,4.36,0
58,3,3,11,40,0,3.3,6.24,9.69,4.97,8.4,3.3,6,0,2.96,0,6,0,8.53,38,4.01,0
53,1,3,19,50,2,4.59,6.42,2.76,3.41,8.5,9.0,12,1,6.51,1,2,0,8.57,29,9.82,0
24,0,2,12,44,0,8.27,2.74,1.31,1.54,6.6,3.1,2,0,2.93,0,4,0,4.7,2,4.89,1
49,0,2,7,32,2,9.7,2.77,4.84,7.6,6.7,2.7,39,0,2.05,1,2,2,2.27,43,7.1,1
31,1,3,0,45,0,6.72,9.91,6.2,6.56,8.3,4.9,10,1,5.91,1,1,2,1.97,40,6.65,0
56,3,4,20,59,2,8.04,3.19,3.68,9.75,8.0,9.1,79,1,8.76,1,2,3,6.45,14,1.94,1
50,1,0,6,50,0,5.8,8.54,5.88,7.41,7.5,7.1,83,0,7.17,0,9,3,8.45,12,7.73,0
36,0,1,14,50,2,6.62,5.23,9.58,9.4,7.0,6.8,50,0,8.37,0,8,2,9.1,24,3.91,0
54,2,5,12,50,1,9.89,4.91,3.81,9.92,7.1,7.3,86,1,3.4,0,8,0,3.6,28,8.19,1
28,3,2,12,57,1,4.95,3.65,3.78,4.86,5.8,6.6,22,0,8.97,0,7,1,3.89,39,6.47,0
33,0,3,8,41,2,1.6,7.96,5.34,2.35,8.2,7.6,31,1,4.39,1,6,4,1.91,18,3.85,0
51,3,1,14,52,1,9.61,8.93,5.64,2.76,7.1,1.9,40,1,8.67,0,0,3,7.97,25,4.21,1
42,1,1,3,34,2,8.14,3.35,1.01,3.87,5.1,1.8,41,1,5.24,1,8,0,3.48,37,7.58,1
52,2,3,12,36,2,4.58,1.86,6.54,5.58,5.2,3.6,118,0,3.41,0,9,3,5.33,6,5.95,0
45,1,1,11,38,1,9.84,2.23,9.98,2.1,8.3,8.5,37,1,3.34,0,1,1,9.36,45,7.02,1
41,2,0,4,50,2,4.11,8.14,3.63,3.72,7.1,7.1,66,1,6.11,0,5,0,7.77,30,2.42,0
58,3,2,6,47,0,4.35,4.92,6.68,3.77,6.0,5.7,115,1,1.71,0,9,2,1.47,31,8.08,0
25,3,5,7,50,2,6.49,2.19,1.04,1.04,4.9,0.2,71,0,9.37,1,4,1,1.07,34,3.88,0
49,1,2,4,37,2,3.47,4.06,6.44,4.19,7.1,2.4,101,0,3.44,0,5,3,8.09,19,6.58,0
41,2,2,8,41,1,7.29,5.63,5.02,2.05,4.9,8.0,103,1,4.02,1,7,0,5.97,28,2.03,1
45,2,1,13,49,0,2.38,8.67,5.77,4.87,6.4,2.4,77,1,3.1,1,7,0,7.48,8,3.89,0
53,3,1,11,31,2,1.97,6.78,5.9,2.77,7.4,7.3,71,0,1.03,0,9,4,2.41,11,6.84,0
57,1,5,3,39,2,5.81,2.58,2.59,8.4,6.8,1.8,74,0,7.23,0,1,4,8.85,16,3.47,0
55,2,4,19,48,2,6.0,2.43,7.93,1.72,8.6,6.1,105,0,6.31,1,6,4,7.96,26,8.92,0
57,3,0,7,38,2,1.96,4.71,6.0,8.79,4.2,6.3,118,1,8.29,0,1,2,9.02,1,6.95,0
23,0,1,16,54,2,9.68,1.68,3.43,6.22,5.4,7.5,41,0,1.37,0,0,0,4.07,31,8.83,1
36,1,3,7,53,2,6.16,7.8,9.44,5.13,4.3,4.4,42,1,9.36,1,7,0,3.48,27,4.56,0
55,0,4,20,37,0,2.36,4.61,1.11,5.95,5.0,6.3,32,1,3.98,0,8,3,2.37,48,1.31,0
57,1,0,0,53,0,3.8,4.09,7.53,4.38,4.6,4.9,78,0,9.22,0,6,2,9.37,44,6.19,0
27,3,2,19,53,2,8.2,5.58,4.43,2.15,7.7,9.5,36,1,1.96,0,3,4,2.59,49,4.05,1
33,2,1,1,53,2,5.71,7.38,5.7,7.89,5.8,5.2,77,1,7.7,1,6,0,2.07,9,5.03,0
24,2,5,3,30,1,2.69,6.12,3.62,9.35,8.6,2.1,118,0,6.21,1,3,4,2.73,26,7.13,0
39,2,4,20,35,0,1.93,8.22,3.89,9.55,4.1,6.7,89,1,4.22,1,6,1,7.94,6,7.31,0
42,1,3,0,41,0,4.88,6.66,1.14,7.04,7.3,5.5,56,1,1.71,0,3,2,9.01,7,1.25,0
36,3,3,6,54,2,4.04,8.09,7.57,4.69,8.9,8.0,63,0,6.44,0,8,4,8.3,13,7.92,0
54,0,1,0,53,0,6.9,7.27,7.4,5.31,4.9,1.8,63,1,1.24,1,4,2,6.07,49,5.44,0
56,3,0,8,48,0,9.33,2.74,6.89,6.91,6.2,2.6,59,0,5.51,0,6,0,9.94,10,6.01,1
47,0,3,2,56,1,3.23,1.47,8.9,8.41,7.5,9.2,51,0,6.44,1,7,1,1.62,43,3.68,0
29,1,4,11,46,1,8.7,9.13,9.11,4.37,7.2,9.3,71,1,7.59,1,4,3,8.8,46,4.79,1
57,1,1,18,31,0,9.28,9.51,6.01,9.25,6.8,4.4,112,1,9.92,0,0,1,4.85,49,7.39,1
51,0,4,14,40,0,9.12,7.54,7.16,3.92,5.6,0.5,67,0,3.34,1,3,2,5.1,31,7.99,1
44,0,0,15,47,0,9.57,7.52,1.1,5.78,7.6,3.1,99,0,3.9,0,2,1,2.15,48,4.48,1
35,0,5,9,52,2,8.58,3.43,8.62,9.65,7.3,2.5,81,1,4.07,0,6,0,1.3,37,7.22,1
35,3,3,5,57,1,6.34,5.88,8.35,9.44,4.8,4.1,26,1,7.58,0,5,2,3.85,18,3.32,0
23,0,2,16,51,2,4.69,9.93,1.18,7.26,8.8,3.2,58,1,9.39,1,5,2,2.57,11,8.49,0
58,1,5,20,40,1,5.43,8.71,5.89,3.92,6.8,8.3,18,0,9.77,0,1,0,5.35,10,6.49,0
26,1,2,16,47,1,8.85,3.74,9.16,2.97,6.6,0.0,2,1,9.51,0,5,4,2.33,28,7.98,1
59,2,5,20,37,1,3.71,3.71,2.63,1.72,8.2,6.4,72,1,8.91,0,7,3,2.24,21,5.29,0
35,0,5,18,44,0,2.43,5.35,4.17,7.38,7.2,6.6,38,1,9.92,0,4,1,8.89,25,3.06,0
46,3,2,17,38,1,2.27,4.64,3.98,5.53,4.4,6.6,65,1,4.38,1,8,3,9.29,6,4.86,0
41,3,2,10,44,2,8.44,4.34,4.2,6.15,6.5,5.2,72,0,9.53,1,1,3,9.68,42,4.43,1
23,3,5,6,36,1,7.85,6.64,1.38,5.25,7.9,6.1,55,0,7.85,0,6,0,7.12,11,3.99,1
27,2,0,9,49,2,5.48,1.1,3.51,5.35,7.5,8.1,5,1,2.52,0,5,4,7.94,33,2.91,0
38,1,4,6,42,1,3.47,7.87,3.65,6.14,8.9,7.8,101,1,1.41,1,5,3,8.52,5,7.83,0
46,3,1,4,42,1,7.1,7.66,8.79,9.23,4.1,0.3,27,0,2.93,0,3,2,6.93,34,1.78,1
49,1,2,11,30,0,1.35,8.47,4.17,1.26,5.3,0.3,47,1,8.01,0,9,4,3.97,32,8.99,0
23,2,1,15,49,2,6.11,8.57,5.02,8.21,6.7,8.4,97,0,6.69,1,8,0,2.41,43,2.58,0
56,0,0,20,33,1,4.59,6.1,4.43,4.51,7.1,5.7,92,0,3.02,1,5,3,3.14,46,9.82,0
58,0,3,17,53,1,9.8,8.02,2.09,7.7,5.4,9.6,47,0,7.68,0,7,0,8.56,24,9.9,1
26,0,4,2,33,2,5.57,5.43,9.91,9.54,8.1,4.3,66,0,2.27,1,7,1,7.26,13,4.59,0
22,3,0,19,33,1,5.97,9.56,8.43,3.76,4.8,1.8,53,1,8.4,1,3,0,5.1,43,9.89,0
33,0,3,14,42,0,7.41,2.72,5.87,1.81,4.0,4.7,15,0,8.15,0,4,2,1.26,6,8.82,1
57,3,1,4,31,2,5.36,9.24,5.29,3.09,8.8,4.4,107,1,9.75,0,1,0,3.4,34,1.74,0
44,2,1,12,57,0,3.02,3.33,6.84,3.0,6.0,5.2,34,1,2.35,1,3,4,7.56,25,9.53,0
52,2,2,18,55,2,5.84,1.92,3.94,7.68,8.8,8.1,74,0,9.16,0,5,1,5.61,41,1.38,0
32,3,1,11,52,2,9.5,4.95,1.45,1.56,5.4,6.6,106,0,4.07,0,1,2,4.92,23,2.64,1
31,1,4,20,44,2,4.69,6.53,4.64,1.46,4.3,1.9,86,0,4.74,1,1,1,3.82,46,6.26,0
24,0,2,4,33,1,7.12,3.08,9.86,7.24,7.9,7.3,29,1,5.22,0,9,2,6.46,13,1.73,1
35,0,5,5,56,2,9.8,6.0,2.64,6.01,8.2,5.9,47,0,6.64,1,6,1,9.7,28,2.46,1
37,0,0,6,35,2,8.47,8.27,5.75,4.76,6.5,5.8,68,0,9.95,1,9,3,9.11,44,9.58,1
31,3,1,9,32,2,6.93,3.31,1.08,6.18,4.4,6.8,115,0,6.4,0,4,0,1.27,44,9.95,0
50,2,1,15,36,0,7.62,6.22,2.1,7.62,7.3,5.6,7,1,9.34,1,2,4,5.33,13,8.18,1
31,0,1,7,35,2,9.43,4.05,6.28,1.93,4.9,4.6,106,0,3.3,0,2,4,3.97,7,5.64,1
33,2,5,8,32,1,9.64,5.77,3.68,5.98,8.2,6.4,106,0,4.59,0,6,3,5.6,48,9.1,1
51,0,2,3,33,2,9.72,7.0,9.15,8.42,5.4,7.2,113,0,5.54,0,2,1,6.46,17,2.01,1
22,0,0,20,39,2,6.63,4.15,4.66,4.26,8.2,2.3,50,1,3.91,0,9,0,2.8,9,9.49,0
26,3,4,20,59,0,4.46,9.95,2.87,7.87,6.1,5.0,9,0,9.79,1,4,3,8.03,14,4.16,0
41,1,5,7,50,1,2.2,6.07,5.91,8.61,7.0,4.6,27,1,7.53,0,1,1,5.28,30,8.75,0
29,3,3,6,38,1,4.47,8.42,8.15,8.39,7.9,0.4,35,1,5.31,1,2,0,9.93,41,7.02,0
33,0,1,14,59,1,9.49,7.53,1.17,6.85,4.2,8.3,59,1,7.76,0,3,1,1.23,38,9.64,1
22,0,4,20,35,2,9.01,8.68,5.55,7.46,8.1,3.8,9,1,5.21,0,0,4,2.71,30,8.78,1
41,1,3,2,58,2,5.71,2.56,7.96,8.09,4.7,0.7,13,1,1.16,1,3,0,7.21,33,8.99,0
49,2,2,16,49,1,5.83,3.0,1.93,7.6,5.8,4.6,101,0,5.89,1,3,4,7.26,25,6.69,0
58,2,5,10,56,1,3.78,5.39,9.13,5.07,6.4,1.6,62,0,6.63,0,2,4,6.24,31,8.5,0
58,0,0,8,40,0,5.09,8.67,3.38,2.43,8.5,7.0,100,1,9.83,1,9,0,9.75,23,7.81,0
33,2,4,4,36,1,7.43,2.78,2.54,3.79,4.1,5.7,46,1,1.37,1,8,3,4.74,27,2.45,1
58,0,5,9,47,2,4.62,9.74,6.3,2.87,6.8,2.7,68,1,5.61,1,2,1,4.75,33,6.84,0
49,1,0,14,33,2,2.69,2.15,2.58,4.25,7.2,9.5,118,1,1.88,0,1,0,9.19,47,2.33,0
36,1,1,13,34,2,5.87,2.58,7.12,5.4,5.6,2.9,55,0,2.34,0,6,4,5.85,49,8.83,0
27,0,5,3,33,0,3.03,2.51,5.41,9.63,5.5,5.5,5,0,6.49,0,8,1,4.18,20,1.59,0
41,1,1,20,33,1,9.77,6.27,1.99,9.64,6.5,8.0,93,1,3.08,1,5,0,7.47,28,9.88,1
35,3,0,19,56,2,4.51,9.26,9.21,7.93,4.9,5.1,18,1,7.74,0,4,3,6.58,8,4.61,0
23,3,1,1,42,0,9.19,3.3,7.06,9.82,6.3,9.6,51,1,5.63,0,0,0,3.76,22,2.54,1
30,1,2,11,45,0,3.03,5.98,5.91,9.98,7.8,8.4,61,0,2.96,1,2,0,3.68,35,9.42,0
58,0,5,0,54,2,2.7,2.58,4.37,8.97,8.2,9.2,48,1,5.44,0,8,2,4.56,31,1.41,0
41,0,4,19,43,0,6.55,6.68,2.21,1.72,5.9,3.7,77,0,1.01,0,7,1,1.64,44,5.23,0
47,1,3,4,40,0,8.01,2.11,7.37,4.83,7.1,5.5,10,0,8.76,0,8,0,9.48,24,7.93,1
50,2,1,5,58,2,6.1,5.42,8.32,5.81,4.0,8.4,45,1,1.11,1,7,4,2.65,15,3.85,0
22,3,1,10,31,0,3.07,6.9,2.13,2.12,6.8,9.0,68,0,1.06,1,0,4,2.74,45,5.76,0
56,2,3,7,51,2,1.34,6.21,5.45,8.28,8.9,9.4,44,1,6.5,0,7,2,6.82,31,7.3,0
27,0,0,6,43,2,6.56,2.26,5.36,2.34,5.6,8.8,94,0,9.76,0,7,4,7.52,5,9.57,0
58,0,5,3,53,0,2.18,2.45,4.15,4.45,7.0,7.3,107,1,8.7,1,4,0,7.63,22,1.92,0
26,2,3,5,53,2,4.09,7.04,8.1,1.62,7.8,0.2,57,1,3.27,1,5,1,4.38,17,2.42,0
